"playlistNum","average_duration","average_danceability","average_energy","average_loudness","average_speechiness","average_acousticness","average_instrumentalness","average_liveness","average_valence","average_tempo"
16,4.32918095238095,0.671428571428571,0.468285714285714,-10.4255714285714,0.0569285714285714,0.532857142857143,0.0586567142857143,0.137757142857143,0.346857142857143,117.993857142857
17,3.9273108974359,0.504951923076923,0.683826923076923,-7.19902884615385,0.0484519230769231,0.181048627884615,0.186997085384615,0.193198076923077,0.451453846153846,123.830942307692
18,3.72861858974359,0.596576923076923,0.768794871794872,-5.4225641025641,0.0596115384615385,0.11836928974359,0.00126545474358974,0.17725,0.572230769230769,123.734871794872
19,3.90133921568627,0.610632352941176,0.626117647058824,-6.60504411764706,0.073575,0.181556323529412,0.0138988016176471,0.169936764705882,0.458558823529412,123.857191176471
20,4.24063843137255,0.495705882352941,0.476316470588235,-10.1284588235294,0.0376882352941176,0.522404294117647,0.198823453058824,0.140338823529412,0.400285882352941,115.669035294118
21,2.5780130952381,0.845571428571429,0.543285714285714,-7.93478571428571,0.230621428571429,0.0883852857142857,0.00494477142857143,0.110728571428571,0.363914285714286,129.834
22,4.12136,0.533866666666667,0.462933333333333,-9.08106666666667,0.0337133333333333,0.502366666666667,0.000151306666666667,0.106553333333333,0.398866666666667,113.024066666667
23,3.60204444444444,0.650690476190476,0.631309523809524,-6.04390476190476,0.0806904761904762,0.164017142857143,0.0101155016666667,0.170804761904762,0.437619047619048,112.972380952381
24,4.8699375,0.4144,0.93385,-4.3174,0.08013,0.00159352,0.040042582,0.264605,0.35514,141.026
25,4.03290952380952,0.622285714285714,0.629714285714286,-6.51628571428571,0.124585714285714,0.152678571428571,7.35714285714286e-06,0.175842857142857,0.642714285714286,113.804857142857
26,3.69202,0.7038,0.79645,-4.750175,0.1066125,0.117270525,0.11631358175,0.1968625,0.50195,127.328725
27,4.12954230769231,0.530692307692308,0.550538461538462,-7.63615384615385,0.0533038461538462,0.352416192307692,0.0539462334615385,0.124492307692308,0.438607692307692,122.149653846154
28,4.03136666666667,0.5315,0.588333333333333,-8.3475,0.0580833333333333,0.198060833333333,0.12180125,0.183616666666667,0.389416666666667,111.698666666667
29,3.86951291666667,0.701825,0.6679875,-5.8684875,0.179945,0.1246861125,0.00240829225,0.221635,0.47021125,126.55145
30,3.35817208333333,0.7152,0.6567,-6.110075,0.099795,0.138279975,0.0034958735,0.143815,0.5749,113.154775
31,3.71940011494253,0.348049655172414,0.815722,-5.57242068965517,0.0703924137931034,0.150490372965517,0.21299112337931,0.242312413793103,0.404648965517241,138.429344827586
32,3.53850343642612,0.675144329896907,0.76579381443299,-5.6070412371134,0.0722917525773196,0.115334762886598,0.0275780631958763,0.205762886597938,0.526958762886598,117.124958762887
33,3.86506003236246,0.566747572815534,0.478047572815534,-9.13460194174757,0.0444699029126214,0.561588877669903,0.114683252621359,0.221785436893204,0.426922330097087,118.281242718447
34,4.21083823529412,0.566235294117647,0.590235294117647,-9.00670588235294,0.0458470588235294,0.447541176470588,0.0105911070588235,0.188994117647059,0.641235294117647,110.970647058824
35,3.781205,0.6281625,0.6643625,-6.105975,0.0808875,0.1995861125,0.0119142755,0.1853775,0.431425,123.3917375
36,3.63026595238095,0.663942857142857,0.727314285714286,-5.4904,0.0671671428571429,0.0839815857142857,0.00107656657142857,0.186308571428571,0.509952857142857,113.072771428571
37,3.51043888888889,0.610666666666667,0.790666666666667,-6.21377777777778,0.0446444444444444,0.0454592222222222,0.0149716,0.158066666666667,0.743555555555556,124.800333333333
38,3.84661784037559,0.689619718309859,0.683070422535211,-6.134,0.149947887323944,0.136275267605634,0.00556470183098592,0.227414084507042,0.52110985915493,118.504281690141
39,3.97379811320755,0.698754716981132,0.671735849056604,-6.159,0.0836471698113208,0.122207924528302,0.00139193320754717,0.185711320754717,0.563641509433962,118.987547169811
40,3.64429880952381,0.553964285714286,0.807714285714286,-4.09891071428571,0.0496,0.151335178571429,7.688375e-05,0.177041071428571,0.586108928571429,129.138589285714
41,3.66131274509804,0.615776470588235,0.647970588235294,-6.44755294117647,0.101178823529412,0.202415411764706,0.00247113835294118,0.188617647058824,0.465078823529412,120.275094117647
42,3.92802777777778,0.559951690821256,0.64218115942029,-6.13830917874396,0.0423642512077295,0.217019806763285,0.00258316173913043,0.162741062801932,0.448472463768116,122.753826086957
43,3.56108755274262,0.600386075949367,0.690664556962025,-6.04653797468354,0.0684316455696203,0.216219343670886,0.00140789765822785,0.182313924050633,0.5538,124.464050632911
44,3.63630952380952,0.567047619047619,0.711095238095238,-5.64580952380952,0.0368,0.189514761904762,4.61657142857143e-05,0.167933333333333,0.557333333333333,130.71
45,3.47960416666667,0.60178125,0.68365625,-5.0203125,0.053803125,0.26766875,0.0003786284375,0.141096875,0.4844375,120.34246875
46,4.11304166666667,0.501947368421053,0.738473684210526,-6.10715789473684,0.0511342105263158,0.115889255263158,0.00264520697368421,0.197757894736842,0.503210526315789,123.139671052632
47,4.12817121212121,0.595363636363636,0.844272727272727,-5.07336363636364,0.119418181818182,0.131432454545455,1.72090909090909e-05,0.385818181818182,0.527545454545455,113.796090909091
48,4.28592777777778,0.530733333333333,0.581506666666667,-7.7004,0.0421466666666667,0.329375393333333,0.19790986,0.16668,0.461233333333333,118.414933333333
49,3.730828125,0.55509375,0.782875,-4.68675,0.04403125,0.185491875,4.93521875e-05,0.21473125,0.611625,127.08678125
50,5.59153851851852,0.457644444444444,0.634644444444444,-7.84406666666667,0.0945844444444444,0.324712222222222,1.01208888888889e-05,0.406811111111111,0.364544444444444,111.042977777778
51,3.57766217948718,0.626096153846154,0.768442307692308,-5.24336538461538,0.0576192307692308,0.134098346153846,0.000648133653846154,0.164161538461538,0.643961538461538,126.680365384615
52,3.96330780141844,0.538553191489362,0.597808510638298,-6.561,0.0560723404255319,0.280785106382979,0.0374876040425532,0.175317021276596,0.351604255319149,124.862617021277
53,2.94128333333333,0.533666666666667,0.335933333333333,-12.3865333333333,0.0444466666666667,0.652666666666667,0.023767748,0.206393333333333,0.583266666666667,124.919866666667
54,4.00374571428571,0.730666666666667,0.724733333333333,-5.29427619047619,0.20548,0.0943633542857143,0.000489640285714286,0.231292380952381,0.560756190476191,123.37620952381
55,3.95306333333333,0.5998,0.525,-10.708,0.0475,0.46016,0.19090498,0.1641,0.621,131.0686
56,3.75216026490066,0.556225165562914,0.744066225165563,-5.12224503311258,0.0411364238410596,0.16711240397351,0.00119288966887417,0.169824503311258,0.555264900662252,128.10219205298
57,4.41821140350877,0.673105263157895,0.487421052631579,-8.69884210526316,0.180110526315789,0.254761578947368,0.00719467789473684,0.247463157894737,0.537684210526316,108.527210526316
58,4.02904035087719,0.503315789473684,0.524,-7.39415789473684,0.0468,0.423552631578947,0.0197407578947368,0.142989473684211,0.324668421052632,115.270315789474
59,3.35095087719298,0.677263157894737,0.745763157894737,-5.26176315789474,0.276989473684211,0.101979210526316,4.3421052631579e-07,0.191242105263158,0.536552631578947,129.6165
60,3.5802776119403,0.597455223880597,0.724529850746269,-5.35114179104478,0.0726925373134328,0.152105291044776,0.00117874410447761,0.181666417910448,0.559111194029851,126.741582089552
61,4.12407752525253,0.6,0.680666666666667,-6.89160606060606,0.0918984848484849,0.191501089545455,0.0924557275757576,0.179851515151515,0.536980303030303,116.729
62,3.70686923076923,0.566538461538462,0.821153846153846,-5.02823076923077,0.0408307692307692,0.124685384615385,4.60784615384615e-05,0.265453846153846,0.684076923076923,125.402153846154
63,4.08199292929293,0.707454545454545,0.730060606060606,-5.3539696969697,0.212575757575758,0.0813644242424242,0.00048132,0.254118181818182,0.446606060606061,131.010060606061
64,3.73145087719298,0.581184210526316,0.621447368421053,-9.36610526315789,0.0443289473684211,0.296174473684211,0.00515070105263158,0.239742105263158,0.731078947368421,125.848973684211
65,3.44805380952381,0.577914285714286,0.762304761904762,-5.19364761904762,0.076327619047619,0.128234457142857,0.000717001238095238,0.205302857142857,0.551904761904762,130.371323809524
66,3.49196140350877,0.615360902255639,0.696075939849624,-7.20499248120301,0.0944218045112782,0.237678542706767,0.0695407784210526,0.179701503759399,0.617490977443609,124.794135338346
67,3.61609115226337,0.625098765432099,0.705506172839506,-5.93737037037037,0.0849456790123457,0.116218592592593,0.0112728428395062,0.171567901234568,0.409514814814815,117.02862962963
68,3.49264375,0.649,0.40475,-9.6235,0.0734625,0.533125,0.0958854625,0.1349125,0.3404625,123.9585
69,3.89764540229885,0.641459770114942,0.547051724137931,-8.01031034482759,0.192387931034483,0.275163850574713,0.0061907891954023,0.178765517241379,0.36413908045977,115.134764367816
70,3.94039074074074,0.474388888888889,0.371805555555556,-9.61166666666667,0.0330388888888889,0.596214444444444,0.0673853077777778,0.143983333333333,0.288777777777778,122.776388888889
71,3.81979977477477,0.507608108108108,0.696658108108108,-6.8072972972973,0.0480081081081081,0.190895205540541,0.201842463243243,0.199060810810811,0.397552702702703,123.710337837838
72,3.73074102564103,0.655423076923077,0.729038461538462,-5.54453846153846,0.0882653846153846,0.119068384615385,0.0133514692307692,0.189130769230769,0.510230769230769,113.635615384615
73,3.73123871252205,0.708507936507937,0.715460317460317,-6.12721693121693,0.0730190476190476,0.229298343915344,0.0114241805820106,0.193389947089947,0.722312169312169,121.972714285714
74,3.71164754901961,0.658176470588235,0.618411764705882,-5.95829411764706,0.0848147058823529,0.232708235294118,9.76764705882353e-06,0.161779411764706,0.483382352941176,111.053058823529
75,4.73544666666667,0.4394,0.6904,-5.8068,0.03656,0.178263,2.52e-06,0.40182,0.23024,150.6182
76,4.03142619047619,0.584,0.795928571428571,-5.32314285714286,0.0895857142857143,0.0646331142857143,0.0819052385714286,0.357135714285714,0.481385714285714,127.749285714286
77,3.62760208333333,0.644375,0.73784375,-5.19321875,0.08716875,0.1483525,0.02741081875,0.225559375,0.523,112.49946875
78,4.50176944444444,0.572041666666667,0.722875,-6.72070833333333,0.1715,0.1300128,0.0830225041666667,0.321475,0.391220833333333,135.944625
79,5.35527604166667,0.35825,0.39493125,-11.566375,0.09448125,0.5722375,0.47381357125,0.15015625,0.148025,113.8399375
80,4.23400208333333,0.8034375,0.68075,-11.0779375,0.21820625,0.092008125,0.02350173875,0.19996875,0.72175,108.017125
81,4.07751338383838,0.584348484848485,0.511025757575758,-7.32236363636364,0.0592393939393939,0.421634848484849,0.000987857575757576,0.155548484848485,0.387398484848485,117.554939393939
82,4.25121892655367,0.679203389830508,0.688322033898305,-5.8461186440678,0.202381355932203,0.110198881355932,0.0188289155932203,0.201396610169492,0.493467796610169,117.278847457627
83,5.86868466666667,0.45472,0.57012,-10.51224,0.079372,0.506138,0.1291681556,0.3801,0.459828,123.54332
84,3.80792342995169,0.650420289855072,0.613463768115942,-8.65730434782609,0.0900666666666667,0.239488826086957,0.00415986492753623,0.206284057971014,0.636463768115942,117.691362318841
85,4.46906367521368,0.671333333333333,0.754435897435897,-5.52082051282051,0.221192307692308,0.123207692307692,0.0151611987179487,0.268307692307692,0.475448717948718,123.889
86,4.18675164319249,0.592084507042254,0.699014084507042,-6.002,0.0952352112676056,0.195089746478873,0.0642650252112676,0.181857746478873,0.48613661971831,119.681309859155
87,4.09333383838384,0.694818181818182,0.566818181818182,-8.26072727272727,0.137460606060606,0.220037272727273,0.0216650524242424,0.157933333333333,0.590666666666667,118.742666666667
88,3.86195833333333,0.540583333333333,0.457291666666667,-10.0974166666667,0.0342916666666667,0.469543791666667,0.107538226666667,0.153916666666667,0.3050125,125.539875
89,3.66911111111111,0.6345,0.822227272727273,-3.76540909090909,0.11300303030303,0.105996106060606,7.10604545454546e-05,0.245687878787879,0.574621212121212,122.701242424242
90,4.20070146520147,0.667373626373626,0.635307692307692,-9.55018681318681,0.0519791208791209,0.173682483516484,0.033749260989011,0.147042857142857,0.666263736263736,119.907615384615
91,3.62573633333333,0.56782,0.472803,-11.85586,0.049898,0.47254798,0.0181226855,0.215373,0.61928,123.48275
92,4.50069153846154,0.646369230769231,0.498153846153846,-8.43715384615385,0.0890507692307692,0.302654,0.00285402323076923,0.174566153846154,0.493492307692308,112.430907692308
93,4.19182916666667,0.603125,0.601875,-10.559375,0.034925,0.058962625,0.038505095,0.1832125,0.76075,133.23825
94,3.70739600694444,0.63228125,0.6639375,-6.33683333333333,0.0699010416666667,0.231118770833333,0.0019240265625,0.1633875,0.525033333333333,120.24503125
95,3.71128753387534,0.552739837398374,0.492968292682927,-8.26243089430894,0.0511918699186992,0.424963008130081,0.0104326625203252,0.140315447154472,0.375224390243902,121.789032520325
96,3.94361031746032,0.742184523809524,0.61622619047619,-6.65955952380952,0.214391071428571,0.164222523809524,0.00563052255952381,0.200149404761905,0.460349404761905,123.778160714286
97,3.22741228070175,0.507052631578947,0.471736842105263,-7.77510526315789,0.0499736842105263,0.454913684210526,0.00416448421052632,0.203126315789474,0.540105263157895,118.689
98,3.90680028860029,0.522311688311688,0.599708225108225,-8.44892207792208,0.0458108225108225,0.257030551515152,0.138693313333333,0.161162770562771,0.436049350649351,122.143212121212
99,5.58992510822511,0.482805194805195,0.676155844155844,-8.00172727272727,0.047338961038961,0.384829688311688,0.024996334025974,0.501424675324675,0.498753246753247,112.325480519481
100,3.32609325396825,0.578166666666667,0.596190476190476,-10.8007619047619,0.0782761904761905,0.285908261904762,0.131977061666667,0.167678571428571,0.653238095238095,123.546357142857
101,3.62305757575758,0.456818181818182,0.468181818181818,-11.2811818181818,0.112736363636364,0.703635454545455,0.162448172727273,0.234486363636364,0.429045454545455,104.254909090909
102,3.72900454545455,0.568181818181818,0.562818181818182,-7.62881818181818,0.0535090909090909,0.382933181818182,0.0598611059090909,0.168790909090909,0.472495454545455,116.835090909091
103,3.48995833333333,0.704083333333333,0.621833333333333,-6.5569375,0.187,0.200269583333333,6.6493125e-05,0.20263125,0.39266875,125.490125
104,4.14788946360153,0.709798850574713,0.734189655172414,-5.80436781609195,0.110429310344828,0.269630287356322,0.010070424137931,0.188405172413793,0.720113218390805,118.659793103448
105,3.96803846153846,0.528615384615385,0.5416,-8.06355384615385,0.0506769230769231,0.387334769230769,0.0886181681538462,0.158787692307692,0.343632307692308,115.322415384615
106,3.95298510324484,0.679557522123894,0.645566371681416,-6.5026814159292,0.1055,0.192830982300885,0.000907896371681416,0.175358407079646,0.583774336283186,117.950911504425
107,4.32028552631579,0.73209649122807,0.797324561403509,-7.04276315789474,0.0825184210526316,0.0584968245614035,0.138044671491228,0.181351754385965,0.633302631578947,122.679368421053
108,3.8371997311828,0.694032258064516,0.717951612903226,-5.62677419354839,0.0955306451612903,0.128300758064516,0.0175108688709677,0.181354838709677,0.56548064516129,118.699822580645
109,3.90783066666667,0.48174,0.418444,-11.27552,0.038176,0.7939002,0.78171388,0.110292,0.340972,122.4724
110,4.64074388020833,0.453734375,0.60879921875,-6.878546875,0.04978359375,0.2005085078125,0.001938654375,0.18992109375,0.31643515625,126.018984375
111,3.89906515151515,0.575454545454545,0.468757575757576,-11.3742424242424,0.0562818181818182,0.525473939393939,0.0862637975757576,0.141463636363636,0.562090909090909,124.152363636364
112,3.61039166666667,0.564041666666667,0.748541666666667,-5.42979166666667,0.0400166666666667,0.186121583333333,1.12166666666667e-06,0.169283333333333,0.587833333333333,128.218791666667
113,4.02946153846154,0.610615384615385,0.730123076923077,-6.7864,0.0673738461538462,0.115061589384615,0.116051687076923,0.171163076923077,0.55978,125.015692307692
114,3.7065,0.681789473684211,0.638842105263158,-6.2,0.148157894736842,0.106627894736842,2.06210526315789e-06,0.174189473684211,0.446263157894737,123.764263157895
115,3.58574545454545,0.532863636363636,0.333945454545455,-14.0478181818182,0.0427818181818182,0.604409090909091,0.0450923218181818,0.172381818181818,0.468863636363636,116.385272727273
116,3.72275970790378,0.658865979381443,0.72840206185567,-6.43035567010309,0.0931185567010309,0.166367603092784,0.00559027840206186,0.197188659793814,0.673794329896907,118.341402061856
117,4.18715833333333,0.663916666666667,0.74725,-5.34575,0.152641666666667,0.105446666666667,6.39166666666667e-06,0.196725,0.512583333333333,121.25475
118,3.76357051282051,0.531692307692308,0.674615384615385,-7.09307692307692,0.0427538461538462,0.249224230769231,0.00266219615384615,0.227776923076923,0.616153846153846,124.302538461538
119,3.73379429824561,0.645421052631579,0.796684210526316,-4.56302631578947,0.0789473684210526,0.0735520526315789,0.00526758184210526,0.186494736842105,0.500105263157895,119.058315789474
120,4.16143985507246,0.56595652173913,0.727260869565217,-7.13404347826087,0.0446347826086957,0.0863890869565217,0.00692362608695652,0.242104347826087,0.618304347826087,124.435782608696
121,3.3683783171521,0.615582524271845,0.626387174757282,-8.45780582524272,0.124855339805825,0.282075413592233,0.045072485631068,0.19908932038835,0.65773786407767,120.879145631068
122,4.30283055555556,0.556339285714286,0.797363095238095,-5.27556547619048,0.11733630952381,0.0934276214285714,0.0186712594642857,0.215384523809524,0.480607142857143,128.10943452381
123,3.7467125,0.52795,0.5798,-10.2538,0.12455,0.35716975,0.0211388975,0.262535,0.59775,121.54945
124,3.78511910739191,0.709891213389121,0.723041841004184,-5.59769874476987,0.141981589958159,0.103438596359833,0.00318689221757322,0.209158577405858,0.576803765690377,121.553317991632
125,3.71982657142857,0.692731428571429,0.706194285714286,-5.33538857142857,0.120372,0.105730171428571,0.00322853725714286,0.19188,0.524836,121.509714285714
126,3.71363679245283,0.677867924528302,0.703641509433962,-5.69841509433962,0.202635849056604,0.139386981132075,0.000211033396226415,0.226962264150943,0.632207547169811,118.682169811321
127,3.25608266666667,0.4855,0.59478,-9.1775,0.05296,0.355241562,0.056749722,0.20886,0.560008,122.28884
128,3.56114,0.71252,0.72208,-5.71384,0.114336,0.1969344,0.0056336116,0.179076,0.6038,123.6162
129,3.58887592592593,0.614,0.603444444444444,-6.01333333333333,0.0561055555555556,0.194825555555556,9.25722222222222e-06,0.166388888888889,0.533222222222222,117.7675
130,3.89758079710145,0.634054347826087,0.767163043478261,-6.38021739130435,0.0630663043478261,0.123764543478261,0.00822679326086957,0.185695652173913,0.670710869565217,123.266239130435
131,3.7656425203252,0.626341463414634,0.582840975609756,-7.50990731707317,0.0886639024390244,0.25425940097561,0.0397600930731707,0.19251756097561,0.476007804878049,118.589395121951
132,4.19235404040404,0.575181818181818,0.645030303030303,-6.24267676767677,0.0761020202020202,0.21423403030303,0.0115727202020202,0.168127272727273,0.444186868686869,123.599121212121
133,4.072175,0.4744,0.6078,-9.2348,0.0993,0.23561921,0.287507242,0.22141,0.37031,123.963
134,3.62073333333333,0.65935,0.541625,-7.0331,0.100625,0.264091,0.002229366,0.194395,0.44035,114.8633
135,4.05453893678161,0.691512931034483,0.704396551724138,-5.92131465517241,0.142406034482759,0.144497210344828,0.00535196431034483,0.196014224137931,0.554400862068966,120.590163793103
136,4.29582767295597,0.489188679245283,0.726132075471698,-7.66933962264151,0.0539433962264151,0.0851062660377358,0.0420497764150943,0.185352830188679,0.485630188679245,119.635226415094
137,4.27483385416667,0.6856875,0.665625,-6.56515625,0.199246875,0.1997671875,0.003385270625,0.242634375,0.5891375,112.91690625
138,3.84991597222222,0.602541666666667,0.664666666666667,-6.32341666666667,0.0772875,0.184670625,0.0315794591666667,0.195270833333333,0.4708125,124.543791666667
139,4.27520756410256,0.540030769230769,0.646207692307692,-7.56585384615385,0.0587907692307692,0.247149342307692,0.124153747307692,0.16614,0.414680769230769,117.486238461538
140,3.71199053030303,0.651681818181818,0.692136363636364,-7.23804545454545,0.236040909090909,0.259182386363636,0.0276224654545455,0.292372727272727,0.5525,116.026772727273
141,4.12332112676056,0.498746478873239,0.391930985915493,-11.3582394366197,0.0397633802816901,0.615345464788732,0.147821150422535,0.149538028169014,0.323677464788732,118.166169014085
142,4.02009166666667,0.397681818181818,0.228654545454545,-13.9922727272727,0.0471318181818182,0.793318181818182,0.165010917727273,0.138213636363636,0.209131818181818,120.324545454545
143,4.06477638888889,0.589648148148148,0.803064814814815,-5.95148148148148,0.0808944444444444,0.0530966905555556,0.281571580555556,0.2323,0.458967592592593,130.102074074074
144,3.72005405405405,0.729567567567568,0.609972972972973,-6.9705945945946,0.189205405405405,0.164695405405405,9.95483783783784e-05,0.152410810810811,0.413078378378378,125.835378378378
145,3.99040903954802,0.529389830508475,0.319716949152542,-12.1608644067797,0.0417169491525424,0.730567796610169,0.0602443249152542,0.151384745762712,0.353828813559322,115.975593220339
146,4.74257934782609,0.507021739130435,0.714891304347826,-8.00854347826087,0.0723391304347826,0.160347165217391,0.0582311891304348,0.214584782608696,0.502,122.854847826087
147,3.73410442708333,0.535322916666667,0.780578645833333,-5.022078125,0.0812526041666667,0.104560478645833,0.00476218875,0.195824479166667,0.469286458333333,134.003927083333
148,3.61709,0.6337,0.7046,-6.337,0.04475,0.1777785,0.02193958,0.14506,0.6414,112.7494
149,3.69671119047619,0.601985714285714,0.805892857142857,-5.30748571428571,0.0559221428571429,0.0701841614285714,0.0301351597857143,0.213742857142857,0.580767857142857,120.374892857143
150,3.94407205882353,0.717235294117647,0.654882352941176,-7.63488235294118,0.0877323529411765,0.113909794117647,0.0757805467647059,0.145426470588235,0.685176470588235,118.824323529412
151,3.62243835978836,0.669857142857143,0.766492063492063,-5.11957142857143,0.0783992063492063,0.0872135714285714,0.00308509071428571,0.205203174603175,0.578962698412698,124.106698412698
152,3.82388214285714,0.539238095238095,0.347257142857143,-11.6450238095238,0.0548690476190476,0.619292857142857,0.0151689761904762,0.164871428571429,0.44437380952381,118.104738095238
153,3.72739360465116,0.57293023255814,0.777941860465116,-4.83838372093023,0.05745,0.0888110348837209,0.0193388739534884,0.206145348837209,0.47991976744186,128.467360465116
154,4.08978275862069,0.574206896551724,0.549275862068966,-7.47579310344828,0.0546310344827586,0.38692275862069,0.00212189068965517,0.188027586206897,0.414,112.684620689655
155,3.76340666666667,0.67672,0.67238,-6.41552,0.086202,0.20168088,0.0038136662,0.175782,0.52654,127.07562
156,3.99955069444444,0.486083333333333,0.292108333333333,-11.4802916666667,0.0521625,0.69796875,0.0915457958333333,0.1281625,0.227791666666667,115.393833333333
157,4.33941114081996,0.645176470588235,0.540427807486631,-7.74702673796791,0.0864994652406417,0.220448165775401,0.000455687272727273,0.164772727272727,0.489154010695187,114.968171122995
158,3.3972446969697,0.528590909090909,0.440318181818182,-11.6861363636364,0.0423454545454545,0.617268181818182,0.0133944581818182,0.153568181818182,0.561545454545455,116.884727272727
159,3.76031171617162,0.545524752475248,0.624019801980198,-7.49943564356436,0.0509445544554455,0.324336794752475,0.0835943623762376,0.171449504950495,0.458608910891089,116.720554455446
160,4.50113838383838,0.515787878787879,0.473293939393939,-8.23645454545455,0.0967515151515152,0.480418787878788,0.0054855296969697,0.162166666666667,0.277584848484848,124.824121212121
161,3.4784619047619,0.707714285714286,0.602857142857143,-6.40728571428571,0.0922285714285714,0.103440285714286,0.0102872842857143,0.123128571428571,0.502571428571429,124.453857142857
162,3.91495675105485,0.67596835443038,0.706278481012658,-5.63327848101266,0.103137974683544,0.119432189873418,0.00725525588607595,0.194183544303797,0.539413924050633,118.375753164557
163,4.68551138211382,0.690585365853658,0.588073170731707,-8.23721951219512,0.0490731707317073,0.269836829268293,0.00164805024390244,0.165736585365854,0.734585365853659,116.254048780488
164,4.13197759562842,0.520590163934426,0.848016393442623,-5.47588524590164,0.0720803278688525,0.0301581590163934,0.0869200826229508,0.177013114754098,0.432990163934426,119.753016393443
165,3.80767111111111,0.768333333333333,0.656111111111111,-5.9842,0.18954,0.0924600888888889,0.0185869957777778,0.187515555555556,0.446488888888889,120.454955555556
166,3.30603666666667,0.5836,0.7035,-5.778,0.03893,0.06461,1.154e-06,0.17746,0.5331,125.4192
167,3.89898909090909,0.604109090909091,0.687129090909091,-7.85074545454545,0.0392727272727273,0.249564181818182,0.0418692290909091,0.189741818181818,0.610290909090909,115.210527272727
168,3.92624842342342,0.57272972972973,0.441608108108108,-8.81135135135135,0.0439216216216216,0.478030135135135,0.0111589044594595,0.148774324324324,0.321598648648649,121.652364864865
169,3.87809027777778,0.499416666666667,0.700166666666667,-6.53916666666667,0.0388083333333333,0.1339837,0.0448048566666667,0.17525,0.551916666666667,132.28625
170,4.44885789473684,0.646293233082707,0.507368421052632,-10.3245563909774,0.113328571428571,0.348978729323308,0.210703974511278,0.146239097744361,0.487266917293233,113.053090225564
171,4.28084134615385,0.759653846153846,0.777096153846154,-5.51613461538462,0.239359615384615,0.124769942307692,0.0298222732692308,0.193555769230769,0.660711538461539,106.057980769231
172,3.52973390804598,0.582758620689655,0.752206896551724,-5.05651724137931,0.0591172413793103,0.0731911034482759,0.0190168765517241,0.170006896551724,0.480927586206897,129.226655172414
173,3.63308617886179,0.574073170731707,0.723341463414634,-5.53490243902439,0.0697268292682927,0.193914780487805,0.00152266195121951,0.176968292682927,0.523317073170732,121.086829268293
174,4.3356329787234,0.728648936170213,0.591382978723404,-8.38309574468085,0.132784042553191,0.168720787234043,0.0183904979787234,0.176124468085106,0.633513829787234,119.288925531915
175,3.66606888888889,0.5206,0.448,-11.1940666666667,0.0399466666666667,0.557333333333333,0.119954804666667,0.164933333333333,0.528326666666667,122.6428
176,4.01576111111111,0.661388888888889,0.566222222222222,-7.51911111111111,0.149833333333333,0.201595555555556,0.000280783333333333,0.185072222222222,0.443666666666667,117.602888888889
177,3.61624628297362,0.633669064748201,0.653741007194245,-5.85703597122302,0.0744359712230216,0.191676913669065,0.00211606028776978,0.153069064748201,0.470487050359712,117.195848920863
